Volatility 3 Framework 2.7.0

Offset	Name	Size
0x1e183dd0	\$ConvertToNonresident	128
0x1e1844b0	\Windows\System32\umpo.dll	128
0x1e1845f0	\Windows\System32\pcwum.dll	128
0x1e184e88	\Windows\Prefetch\DLLHOST.EXE-893DDF55.pf	128
0x1e190338	\Windows\System32\powrprof.dll	128
0x1e190620	\Windows\System32\rpcss.dll	128
0x1e190900	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1	128
0x1e191980	\Windows\System32\win32spl.dll	128
0x1e195548	\Windows\System32\umpnpmgr.dll	128
0x1e1958f0	\Windows\System32	128
0x1e1973a0	\Windows\System32\pdh.dll	128
0x1e1975a0	\Windows\System32\w32time.dll	128
0x1e197928	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT	128
0x1e1979e0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2	128
0x1e197ae8	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms	128
0x1e197eb0	\$Directory	128
0x1e1b1e80	\Windows\System32\RpcEpMap.dll	128
0x1e1b47a8	\Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM	128
0x1e1b4f80	\$Directory	128
0x1e1b5548	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms	128
0x1e1b6308	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM.blf	128
0x1e1b6800	\Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM	128
0x1e1b9ce0	\Program Files\Windows Defender\MpClient.dll	128
0x1e1bd7c0	\Windows\System32\WSHTCPIP.DLL	128
0x1e1be940	\Endpoint	128
0x1e1d7658	\Endpoint	128
0x1e1d7f80	\Endpoint	128
0x1e1ee8c0	\Endpoint	128
0x1e1ee978	\Winsock2\CatalogChangeListener-2fc-0	128
0x1e1ef938	\Endpoint	128
0x1e1eff80	\Endpoint	128
0x1e1f0288	\Endpoint	128
0x1e1f08a0	\Endpoint	128
0x1e1f0f80	\Endpoint	128
0x1e1f13a0	\$Directory	128
0x1e1f1500	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1	128
0x1e1f2a78	\Endpoint	128
0x1e1f2d30	\Windows\ServiceProfiles\LocalService\NTUSER.DAT	128
0x1e1f2e10	\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2	128
0x1e1f32c0	\epmapper	128
0x1e1f4038	\epmapper	128
0x1e1f4f80	\epmapper	128
0x1e1f8320	\Endpoint	128
0x1e1fd518	\Windows\System32\FirewallAPI.dll	128
0x1e1fda30	\Winsock2\CatalogChangeListener-1c8-0	128
0x1e1fe918	\Endpoint	128
0x1e1fec80	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms	128
0x1e1ffc28	\Endpoint	128
0x1e423c18	\Windows\bootstat.dat	128
0x1e423cd8	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl	128
0x1e4a4ef0	\Windows\Resources\Ease of Access Themes\basic.theme	128
0x1e4a77a8	\Windows\System32	128
0x1e4b0cf0	\Windows\System32	128
0x1e4bac48	\Windows\System32\locale.nls	128
0x1e4bb038	\Windows\System32\imm32.dll	128
0x1e4bb818	\Windows\System32\wininit.exe	128
0x1e4c5418	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5	128
0x1e4ca700	\Windows\System32\wbem\wbemcore.dll	128
0x1e4cadf0	\Windows\System32\cryptbase.dll	128
0x1e4cb1e0	\Windows\System32	128
0x1e4cb360	\$Directory	128
0x1e4cbb68	\Windows\System32\winlogon.exe	128
0x1e4cf830	\Windows\System32\IDStore.dll	128
0x1e4d75c8	\Program Files\LibreOffice 3.6\program\resource\fween-US.res	128
0x1e4d7a70	\Windows\System32\wbem\MOF	128
0x1e4daad8	\Windows\System32\fdPnp.dll	128
0x1e4f18e8	\Windows\System32\RpcRtRemote.dll	128
0x1e4f4618	\Windows\System32\WindowsPowerShell\v1.0\pwrshsip.dll	128
0x1e4f4df0	\Windows\System32\vaultcli.dll	128
0x1e4f57c0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1e4f6598	\Windows\System32\FXSMON.dll	128
0x1e4f6660	\Windows\System32\eappcfg.dll	128
0x1e4f7310	\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7600.16385_none_72fc7cbf861225ca	128
0x1e4f7780	\Windows\System32\vmictimeprovider.dll	128
0x1e4f9a30	\Endpoint	128
0x1e4fa208	\Windows\Fonts\marlett.ttf	128
0x1e4fa710	\Program Files\LibreOffice 3.6\program\editenglo.dll	128
0x1e4fa7d8	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010008.ci	128
0x1e4faf80	\Windows\System32\dxtrans.dll	128
0x1e4fd648	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1e4fd7d0	\Program Files\AVAST Software\Avast\defs\13011200\list_i.txt	128
0x1e4fdb20	\$Directory	128
0x1e4fdf48	\Windows\System32	128
0x1e4fecc8	\Windows\Fonts\StaticCache.dat	128
0x1e4ffa98	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc	128
0x1e500aa0	\Windows\System32\wbem\fastprox.dll	128
0x1e500b68	\Windows\System32\mscories.dll	128
0x1e501b08	\Program Files\VMware\VMware Tools\plugins\vmsvc\deployPkgPlugin.dll	128
0x1e505730	\Windows\System32\LogonUI.exe	128
0x1e505c78	\Windows\System32\wbem\WinMgmtR.dll	128
0x1e505e58	\Windows\System32\winsta.dll	128
0x1e5063c8	\Program Files\VMware\VMware Tools\plugins\vmsvc\autoLogon.dll	128
0x1e7e1500	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Security Configuration Management.lnk	128
0x1e7eebb8	\Windows\System32\synceng.dll	128
0x1e7ef5b0	\Windows\System32\wdscore.dll	128
0x1e7ef9c0	\$Directory	128
0x1e7f00e8	\$Directory	128
0x1e7f0510	\$Directory	128
0x1e7f0a10	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl	128
0x1e7f57b8	\ProgramData\Microsoft\Windows\Start Menu\Programs\Maintenance\Remote Assistance.lnk	128
0x1e7f5d80	\$Directory	128
0x1e7f8340	\Endpoint	128
0x1e7f94b8	\Endpoint	128
0x1e7f9f50	\Program Files\AVAST Software\Avast\aswEngLdr.dll	128
0x1e7fb288	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl	128
0x1e7fb558	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl	128
0x1e7fb600	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventlog-Security.etl	128
0x1ea09220	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1ea0c8a0	\Users\John Doe\ntuser.dat.LOG1	128
0x1ea0e2f8	\Windows\System32\regsvr32.exe	128
0x1ea19830	\$Directory	128
0x1ea21628	\Windows\System32\wuauclt.exe	128
0x1ea370f0	\Windows\System32\config\RegBack\DEFAULT	128
0x1ea37290	\Windows\System32\winsrv.dll	128
0x1ea37348	\Windows\System32\csrsrv.dll	128
0x1ea377e8	\Windows\System32\config\DEFAULT.LOG1	128
0x1ea37890	\Windows\System32\config\DEFAULT.LOG2	128
0x1ea37a00	\Windows\System32\config\DEFAULT	128
0x1ea37f80	\Windows\System32\smss.exe	128
0x1ea3b230	\Windows\System32\apisetschema.dll	128
0x1ea3d8b8	\Users\John Doe\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2	128
0x1ea3df80	\ProgramData\AVAST Software\Avast\report\ScriptShield.txt	128
0x1ea3e328	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5	128
0x1ea3f610	\Windows\System32\ntshrui.dll	128
0x1ea40248	\Windows\System32\mycomput.dll	128
0x1ea572f0	\Windows\System32\VaultCredProvider.dll	128
0x1ea57968	\Windows\System32\accessibilitycpl.dll	128
0x1ea798c0	\Windows\System32\dssenh.dll	128
0x1eacaaf0	\$Directory	128
0x1eacac28	\Windows\System32\config\RegBack\SYSTEM	128
0x1eacad48	\Windows\System32\wininet.dll	128
0x1eacaec8	\Windows\System32\nsi.dll	128
0x1eacde30	\Windows\System32\config\SYSTEM	128
0x1eacded8	\Windows\System32\config\SOFTWARE.LOG2	128
0x1eacdf80	\Windows\System32\config\SYSTEM.LOG1	128
0x1ead42a8	\Windows\System32\comdlg32.dll	128
0x1ead4c58	\Windows\System32\shell32.dll	128
0x1ead5a98	\pagefile.sys	128
0x1eadc860	\Windows\System32\cscui.dll	128
0x1eade4a8	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Windows PowerShell\desktop.ini	128
0x1eadebc8	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5	128
0x1eadf038	\Program Files\LibreOffice 3.6\program\sblo.dll	128
0x1eadfbe8	\Windows\System32\WSDMon.dll	128
0x1eae0180	\Endpoint	128
0x1eae0a28	\Windows\System32\vbscript.dll	128
0x1eae1570	\Program Files\AVAST Software\Avast\AhResBhv.dll	128
0x1eae4408	\ProgramData\AVAST Software\Avast\log\selfdef.log	128
0x1eae48b0	\Program Files\AVAST Software\Avast	128
0x1eae5f08	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx	128
0x1eafe1c8	\Windows\System32\usp10.dll	128
0x1eaff8f8	\Windows\System32\setupapi.dll	128
0x1eb00da0	\Windows\System32\kernel32.dll	128
0x1eb0e538	\$Directory	128
0x1eb0e6f8	\Windows\System32\wdi\LogFiles\WdiContextLog.etl.003	128
0x1eb10a18	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5	128
0x1eb10c40	\Windows\System32\normaliz.dll	128
0x1eb10e70	\$Directory	128
0x1eb20be0	\Windows\System32\winrnr.dll	128
0x1eb20c98	\Windows\System32\iphlpsvc.dll	128
0x1eb20dc8	\$Directory	128
0x1eb224f8	\Windows\System32\C_1251.NLS	128
0x1eb225b0	\Windows\System32\C_1256.NLS	128
0x1eb289b8	\$Directory	128
0x1eb28a60	\Windows\System32\config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TM.blf	128
0x1eb28ed8	\$Directory	128
0x1eb53a70	\Windows\System32\user32.dll	128
0x1eb53c48	\Windows\System32\urlmon.dll	128
0x1ed267f0	\Windows\System32\WindowsCodecs.dll	128
0x1ed29960	\SystemRoot\System32\Config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TM	128
0x1ed29ac0	\SystemRoot\System32\Config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TM	128
0x1ed2b6a0	\Windows\System32\networkexplorer.dll	128
0x1ed2b9c0	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5	128
0x1ed2d038	\Windows\System32\syncui.dll	128
0x1ed2d170	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002	128
0x1ed2d330	\$Directory	128
0x1ed2d628	\Program Files\VMware\VMware Tools\plugins\vmsvc\powerOps.dll	128
0x1ed2dd38	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001	128
0x1ed2e1e0	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	128
0x1ed2ee70	TxfLog	128
0x1ed2fae0	\Windows\System32\activeds.dll	128
0x1ed301a8	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	128
0x1ed314f8	\Windows\System32\msutb.dll	128
0x1ed31988	\Windows\System32\stobject.dll	128
0x1ed37a88	\Windows\System32\ntdll.dll	128
0x1ed3cac8	\$Directory	128
0x1ed3cbf0	\$Directory	128
0x1ed3cc98	\$Extend\$RmMetadata\$TxfLog\$TxfLog.blf	128
0x1ed3e2e8	\Windows\System32\config\RegBack\SOFTWARE	128
0x1ed418f0	\Windows\System32\wbem\WMIsvc.dll	128
0x1ed41998	\Windows\System32\config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms	128
0x1ed4b9f0	\Windows\System32\sechost.dll	128
0x1ed4d038	\Windows\System32\ws2_32.dll	128
0x1ed4d180	\Windows\System32\ole32.dll	128
0x1ed4d950	\Windows\System32\msctf.dll	128
0x1ed4e1b8	\Windows\System32\advapi32.dll	128
0x1ed4e3a0	\Windows\System32\oleaut32.dll	128
0x1ed4e510	\Windows\System32\imagehlp.dll	128
0x1ed50bc0	\Windows\System32\shlwapi.dll	128
0x1ed6c860	\System Volume Information\{d47b6bc4-5c11-11e2-bb81-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}	128
0x1ed6cc08	\Windows\System32\iesetup.dll	128
0x1ed833a8	\Windows\System32\iertutil.dll	128
0x1ed884a0	\Windows\System32\msvcrt.dll	128
0x1ed885a8	\Windows\System32\lpk.dll	128
0x1ed89bf8	$PATH_TABLE$	128
0x1ed8b128	\Windows\System32\psapi.dll	128
0x1ed8b6e8	\	128
0x1ed8c280	\Windows\System32\imm32.dll	128
0x1ed8c348	\Windows\System32\crypt32.dll	128
0x1ed8c9e8	\Windows\System32\Wldap32.dll	128
0x1ed8e188	\Windows\System32\rpcrt4.dll	128
0x1ed8e420	\Windows\System32\difxapi.dll	128
0x1ed90b40	\Windows\System32\mlang.dll	128
0x1ed90e10	\Windows\System32\clbcatq.dll	128
0x1ed912a8	\Windows\System32\wintrust.dll	128
0x1ed91360	\Windows\System32\KernelBase.dll	128
0x1ed91a50	\Windows\System32\devobj.dll	128
0x1ed91d70	\Windows\System32\gdi32.dll	128
0x1eda1038	\Windows\System32\comctl32.dll	128
0x1eda1220	\Windows\System32\msasn1.dll	128
0x1eda1a68	\Windows\System32\cfgmgr32.dll	128
0x1eda1e50	\$Directory	128
0x1edacb10	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Data Sources (ODBC).lnk	128
0x1edad508	\$Directory	128
0x1edadae8	\$Directory	128
0x1edadcf8	\$Directory	128
0x1edade88	\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Media Player.lnk	128
0x1edae148	\Windows\System32\msidcrl30.dll	128
0x1edae6c8	\Windows\System32	128
0x1edaec48	\$Directory	128
0x1edb6220	\Windows\System32\en-US\cmd.exe.mui	128
0x1edb68b8	\$Directory	128
0x1edbfef0	\Windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9\comctl32.dll.mui	128
0x1edc08c0	\Users\John Doe\AppData\Local\Microsoft\Windows\UsrClass.dat{0af3b11d-5c58-11e2-8885-000c29d02d2d}.TM.blf	128
0x1edc3bb0	\Windows\WindowsShell.Manifest	128
0x1edc5b70	\Windows\System32\SNTSearch.dll	128
0x1edc6568	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5	128
0x1edc8a68	\Users\John Doe\AppData\Local\Microsoft\Credentials	128
0x1edcb6d0	\Users\John Doe\NTUSER.DAT	128
0x1edcb978	\Device\HarddiskVolume1\Users\John Doe\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM	128
0x1edcdd70	\Windows\System32\WlS0WndH.dll	128
0x1ede6638	\ProgramData\Microsoft\Windows\Start Menu\Windows Update.lnk	128
0x1edeb848	\Windows\Microsoft.NET\Framework\v2.0.50727\mscorie.dll	128
0x1edebd60	\Windows\Tasks\SCHEDLGU.TXT	128
0x1edece18	\Windows\System32\en-US\oleaccrc.dll.mui	128
0x1ededef0	\Program Files\LibreOffice 3.6\program\tklo.dll	128
0x1edf8a20	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Tablet PC\Desktop.ini	128
0x1edf8df8	\System Volume Information\{d47b6bcf-5c11-11e2-bb81-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}	128
0x1edf8f80	\Windows\System32\umb.dll	128
0x1ee7e100	\System Volume Information\{d47b6b68-5c11-11e2-bb81-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}	128
0x1ee7e238	\$Directory	128
0x1ee7e728	\$Directory	128
0x1ee7e8e0	\$Directory	128
0x1ee81758	\$Directory	128
0x1ee81a80	KtmLog	128
0x1ee81ca8	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	128
0x1ee88218	\Windows\System32\bcrypt.dll	128
0x1ee88530	\Windows\System32\wsecedit.dll	128
0x1ee88890	\Windows\System32\ncrypt.dll	128
0x1ee88cb8	\Windows\System32\authz.dll	128
0x1ee8b8b8	\Windows\System32\msimg32.dll	128
0x1ee98740	\$Mft	128
0x1ee988d8	\Windows\System32\ulib.dll	128
0x1ee9be20	\$LogFile	128
0x1ee9d6e0	\$Directory	128
0x1ee9ee80	\$MftMirr	128
0x1eea5728	\$Mft	128
0x1eea5f80	\$BitMap	128
0x1eea7cd8	\System Volume Information\{0af3b13f-5c58-11e2-8885-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}	128
0x1eeb0288	\Program Files\AVAST Software\Avast\ashBase.dll	128
0x1eeb0340	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1eeb1168	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.dir	128
0x1eeb1b70	\Windows\System32\batmeter.dll	128
0x1eeb1d48	\$Directory	128
0x1eeb7540	\Windows\System32\aclui.dll	128
0x1eeb7690	\$Directory	128
0x1eeb7d08	\System Volume Information\{3808876b-c176-4e48-b7ae-04046e6cc752}	128
0x1eebad58	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5	128
0x1ef39100	\System Volume Information\{d47b6b68-5c11-11e2-bb81-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}	128
0x1ef39238	\$Directory	128
0x1ef39728	\$Directory	128
0x1ef398e0	\$Directory	128
0x1ef3c758	\$Directory	128
0x1ef3ca80	KtmLog	128
0x1ef3cca8	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	128
0x1ef43218	\Windows\System32\bcrypt.dll	128
0x1ef43530	\Windows\System32\wsecedit.dll	128
0x1ef43890	\Windows\System32\ncrypt.dll	128
0x1ef43cb8	\Windows\System32\authz.dll	128
0x1ef468b8	\Windows\System32\msimg32.dll	128
0x1ef53740	\$Mft	128
0x1ef538d8	\Windows\System32\ulib.dll	128
0x1ef56e20	\$LogFile	128
0x1ef586e0	\$Directory	128
0x1ef59e80	\$MftMirr	128
0x1ef60728	\$Mft	128
0x1ef60f80	\$BitMap	128
0x1ef62cd8	\System Volume Information\{0af3b13f-5c58-11e2-8885-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}	128
0x1ef6b288	\Program Files\AVAST Software\Avast\ashBase.dll	128
0x1ef6b340	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1ef6c168	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.dir	128
0x1ef6cb70	\Windows\System32\batmeter.dll	128
0x1ef6cd48	\$Directory	128
0x1ef72540	\Windows\System32\aclui.dll	128
0x1ef72690	\$Directory	128
0x1ef72d08	\System Volume Information\{3808876b-c176-4e48-b7ae-04046e6cc752}	128
0x1ef75d58	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5	128
0x1f15c520	\Windows\System32\wbem\NCProv.dll	128
0x1f15c650	\Windows\System32\esent.dll	128
0x1f15c6f8	\System Volume Information\{d47b6b73-5c11-11e2-bb81-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}	128
0x1f15c8f8	\Windows\System32\xpsrchvw.exe	128
0x1f15c9f0	\Windows\System32\timedate.cpl	128
0x1f1ab860	\$Directory	128
0x1f1abe20	\Windows\System32\webcheck.dll	128
0x1f1b1038	\Endpoint	128
0x1f1b5760	\Users\John Doe\AppData\Roaming\LibreOffice\3\user\extensions\bundled\extensions.db	128
0x1f1e53e8	\Windows\System32\wlanhlp.dll	128
0x1f1e5d58	\Program Files\LibreOffice 3.6\program\oleautobridge.uno.dll	128
0x1f34f360	\$Directory	128
0x1f34fa10	\Device\HarddiskVolume1\Users\John Doe\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM	128
0x1f34fac8	\Windows\System32\wbemcomn.dll	128
0x1f34ff80	\Windows\Fonts\segoeui.ttf	128
0x1f350680	\ProgramData\Microsoft\Windows\Caches\{67D69890-D853-4011-A87E-AA64FA83CE5A}.2.ver0x0000000000000001.db	128
0x1f350938	\Windows\System32\adsldpc.dll	128
0x1f350c50	\Windows\System32\WMASF.DLL	128
0x1f351670	\Program Files\VMware\VMware Tools\VMwareUser.exe	128
0x1f3519c0	\Windows\System32\shfolder.dll	128
0x1f355288	\System Volume Information\{d47b6bc8-5c11-11e2-bb81-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}	128
0x1f355448	\Windows\Fonts\StaticCache.dat	128
0x1f359e48	\Windows\CSC\v2.0.6	128
0x1f35a540	\Windows\System32\gpsvc.dll	128
0x1f3a8f80	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1f3adbd0	\Endpoint	128
0x1f3af6c8	\Windows\System32\C_20127.NLS	128
0x1f3afec8	\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\desktop.ini	128
0x1f3b0330	\Users\John Doe\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\desktop.ini	128
0x1f3b21e8	\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates	128
0x1f3b22a0	\Program Files\LibreOffice 3.6\URE\bin\reg3.dll	128
0x1f3b2f30	\Windows\System32\eappprxy.dll	128
0x1f4703b8	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc	128
0x1f4708d8	\Endpoint	128
0x1f470bb8	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5\msvcp80.dll	128
0x1f572038	\ProtectedPrefix\LocalService	128
0x1f572b48	\Windows\System32\vmhgfs.dll	128
0x1f572ec8	\ProtectedPrefix\NetWorkService	128
0x1f572f80	\ProtectedPrefix\NetWorkService	128
0x1f57c038	\$Directory	128
0x1f57e430	\Windows\System32	128
0x1f57e878	\Windows\System32\basesrv.dll	128
0x1f57edf0	\Windows\System32\csrss.exe	128
0x1f57ff80	\Program Files\LibreOffice 3.6\program\lnglo.dll	128
0x1f589b00	\Windows\System32\config\SOFTWARE	128
0x1f58d720	\Windows\System32\config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms	128
0x1f58deb8	\Windows\System32\config\SOFTWARE.LOG1	128
0x1f58e110	\Windows\System32\profapi.dll	128
0x1f58e338	\Boot\BCD.LOG	128
0x1f58e620	\Windows\System32\config\SYSTEM.LOG2	128
0x1f58e6d8	\$Directory	128
0x1f58ec98	\Users\John Doe\AppData\Local\Microsoft\Internet Explorer\Recovery\Active\RecoveryStore.{2F55D46C-5CD9-11E2-BEEA-000C29D02D2D}.dat	128
0x1f58f3d0	\Boot\BCD	128
0x1f58f880	\$Directory	128
0x1f595580	\Program Files\VMware\VMware Tools\gobject-2.0.dll	128
0x1f59d4b8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1f59d5b0	\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db	128
0x1f59d6a8	\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db	128
0x1f59d830	\Windows\System32\vdmdbg.dll	128
0x1f59db80	\Windows\System32\Magnify.exe	128
0x1f59df08	\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db	128
0x1f59e468	\Program Files\AVAST Software\Avast\defs\13011200\uiext.dll	128
0x1f59e650	\Windows\System32	128
0x1f59e708	\Program Files\LibreOffice 3.6\program\unordflo.dll	128
0x1f59e7c0	\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.2.Crwl	128
0x1f59ea50	\Windows\Fonts\segoepr.ttf	128
0x1f59ebc0	\Program Files\LibreOffice 3.6\program\libcurl.dll	128
0x1f5ad148	\Windows\System32\fltLib.dll	128
0x1f5ad760	\Program Files\AVAST Software\Avast\ashWsFtr.dll	128
0x1f5af4a0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1f5afb40	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1f5afe70	\Windows\System32\iscsicpl.dll	128
0x1f5d4038	\Windows\System32\sdcpl.dll	128
0x1f5d5240	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1f5d5f80	\Windows\System32\fms.dll	128
0x1f5d7360	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1f5d89b0	\Windows\System32\cscsvc.dll	128
0x1f5d9c48	\Windows\System32\ntmarta.dll	128
0x1f5d9dc8	\Windows\System32\en-US\audiodg.exe.mui	128
0x1f5da6c8	\topology	128
0x1f5db3a0	\wave	128
0x1f5db808	\Program Files\LibreOffice 3.6\program\resource\sben-US.res	128
0x1f5dbb88	\Windows\System32\uxtheme.dll	128
0x1f5dbc40	\Windows\System32\PeerDist.dll	128
0x1f647f80	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1f6777e0	\Program Files\Common Files\microsoft shared\ink\en-US\mip.exe.mui	128
0x1f677e10	\$ConvertToNonresident	128
0x1f677ec8	\Windows\System32\mpr.dll	128
0x1f677f80	\Windows\System32\sfc_os.dll	128
0x1f6a22f8	\ProgramData\Microsoft\Windows\Start Menu\desktop.ini	128
0x1f6a27c8	\Program Files\LibreOffice 3.6\program\resource\editengen-US.res	128
